id_pos,id_type_install,type_install,lat,lon,geometry,id_arr
3401,522,cpt_traffic,48.8639746060629,2.3513026241315576,"LINESTRING (2.3509872591262124 48.863470994582435, 2.351617989136903 48.86447821754337)",13
3402,100056334-103056334,cpt_velo,48.86502,2.35387,POINT (2.35387 48.86502),13
3403,100056334-104056334,cpt_velo,48.86502,2.35387,POINT (2.35387 48.86502),13
3404,5882,cpt_traffic,48.83824282348554,2.3429376675404177,"LINESTRING (2.34374674 48.8380660813, 2.3421285951 48.8384195657)",1
3405,6166,cpt_traffic,48.84879575684708,2.358071258472341,"LINESTRING (2.3593958749 48.8479506971, 2.3574935691 48.8492315415, 2.3570252365 48.8493619145, 2.3566566015 48.8494325469)",1
3406,6167,cpt_traffic,48.847346483261774,2.3600781653456124,"LINESTRING (2.3592786835 48.8478818892, 2.3608776472 48.8468110773)",1
3407,6295,cpt_traffic,48.85141173920943,2.3504749796007016,"LINESTRING (2.3513207429 48.8511246548, 2.3504402247 48.8514007286, 2.3496446879 48.8517407073)",1
3408,207,cpt_traffic,48.84959015529897,2.3510574553035646,"LINESTRING (2.3503668905 48.8496289223, 2.3517480201 48.8495513883)",1
3409,208,cpt_traffic,48.84951064445333,2.353092295315357,"LINESTRING (2.3517480201 48.8495513883, 2.3544365706 48.8494699007)",1
3410,424,cpt_traffic,48.84983578213046,2.3555138167821377,"LINESTRING (2.3561100628 48.8496242006, 2.3549175708 48.8500473636)",1
3411,39,cpt_traffic,48.853242990643295,2.3440596960825726,"LINESTRING (2.3438038121 48.8527333176, 2.34431558 48.8537526637)",1
3412,40,cpt_traffic,48.854048514532295,2.3446233418124383,"LINESTRING (2.34431558 48.8537526637, 2.3449311036 48.8543443654)",1
3413,57,cpt_traffic,48.85149819653239,2.345911280425446,"LINESTRING (2.3462856333 48.8521632662, 2.3455369275 48.8508331269)",1
3414,64,cpt_traffic,48.8520563783931,2.348925253303583,"LINESTRING (2.3496446879 48.8517407073, 2.3482058187 48.8523720495)",1
3415,65,cpt_traffic,48.85272795972598,2.347504832870589,"LINESTRING (2.3482058187 48.8523720495, 2.346803847 48.85308387)",1
3416,66,cpt_traffic,48.85320974837363,2.3463355281301865,"LINESTRING (2.346803847 48.85308387, 2.3458672092 48.8533356268)",1
3417,67,cpt_traffic,48.85354414522408,2.345091394629402,"LINESTRING (2.3458672092 48.8533356268, 2.34431558 48.8537526637)",1
3418,68,cpt_traffic,48.85424814745936,2.3433049948798037,"LINESTRING (2.34431558 48.8537526637, 2.3422944097 48.8547436312)",1
3419,100,cpt_traffic,48.849398326187845,2.349549935080235,"LINESTRING (2.3499368387 48.8488813431, 2.3491630314 48.8499153093)",1
3420,101,cpt_traffic,48.851118897920514,2.3483063785813685,"LINESTRING (2.3491630314 48.8499153093, 2.3477234173 48.8516200418, 2.3482058187 48.8523720495)",1
3421,164,cpt_traffic,48.85048375183585,2.3468941777904417,"LINESTRING (2.3455369275 48.8508331269, 2.3482514281 48.8501343768)",1
3422,166,cpt_traffic,48.84977211581944,2.349764960984332,"LINESTRING (2.3491630314 48.8499153093, 2.3503668905 48.8496289223)",1
3423,6296,cpt_traffic,48.8502511725973,2.354237130937661,"LINESTRING (2.3549175708 48.8500473636, 2.3535566911 48.8504549815)",1
3424,598,cpt_traffic,48.84382525870976,2.341743448006048,"LINESTRING (2.341982352 48.8442902621, 2.341504544 48.8433602554)",1
3425,599,cpt_traffic,48.84274134804159,2.341345514734032,"LINESTRING (2.341504544 48.8433602554, 2.3414150692 48.8432034086, 2.3413249102 48.8427578893, 2.3412699229 48.8420998009)",1
3426,600,cpt_traffic,48.84047059573528,2.3406581207443846,"LINESTRING (2.3412699229 48.8420998009, 2.3411966974 48.8412235968, 2.3397453917 48.8389427993)",1
3427,422,cpt_traffic,48.84936531777671,2.356183919659994,"LINESTRING (2.3559196585 48.8493706994, 2.3564481808 48.8493599362)",1
3428,427,cpt_traffic,48.84975836830493,2.3577931068735145,"LINESTRING (2.3566566015 48.8494325469, 2.3589296123 48.8500841897)",1
3429,503,cpt_traffic,48.8437176531817,2.364404041429446,"LINESTRING (2.3647155811 48.8442263093, 2.3640925018 48.843208997)",1
3430,4832,cpt_traffic,48.84079521857538,2.3447868554305247,"LINESTRING (2.3459666491 48.8403219595, 2.3436070618 48.8412684776)",1
3431,608,cpt_traffic,48.839213409137486,2.338707373902535,"LINESTRING (2.3397453917 48.8389427993, 2.3376693561 48.839484019)",1
3432,612,cpt_traffic,48.8378899027887,2.344553171504134,"LINESTRING (2.345359603 48.8377137243, 2.34374674 48.8380660813)",1
3433,614,cpt_traffic,48.84343557145228,2.3424136172088392,"LINESTRING (2.341982352 48.8442902621, 2.3428448824 48.8425808808)",1
3434,615,cpt_traffic,48.84574765978489,2.341380381583994,"LINESTRING (2.3420405516 48.8444098735, 2.3407875467 48.8469435448, 2.3407643734 48.8470992762)",1
3435,606,cpt_traffic,48.83960324555608,2.3372119852434934,"LINESTRING (2.3376693561 48.839484019, 2.3367546144 48.8397224721)",1
3436,610,cpt_traffic,48.83868118246686,2.3409369934119493,"LINESTRING (2.3421285951 48.8384195657, 2.3397453917 48.8389427993)",1
3437,635,cpt_traffic,48.84735121021767,2.351100815587208,"LINESTRING (2.3516727166 48.8466343439, 2.3505289146 48.8480680765)",1
3438,636,cpt_traffic,48.84735589421203,2.350955453053428,"LINESTRING (2.3503667365 48.848106516, 2.3515441696 48.8466052725)",1
3439,489,cpt_traffic,48.84741309012969,2.360194273027558,"LINESTRING (2.3609926711 48.8468754832, 2.3593958749 48.8479506971)",1
3440,39,cpt_traffic,48.853242990643295,2.344059696082573,"LINESTRING (2.343803812144107 48.85273331760947, 2.3443155800210396 48.85375266367713)",1
3441,488,cpt_traffic,48.848739735605065,2.357912776301938,"LINESTRING (2.3564481808 48.8493599362, 2.3569776751 48.8492714894, 2.3573782229 48.8491545216, 2.3592786835 48.8478818892)",1
3442,40,cpt_traffic,48.854048514532295,2.3446233418124387,"LINESTRING (2.3443155800210396 48.85375266367713, 2.344931103603838 48.85434436538747)",1
3443,56,cpt_traffic,48.85262356806637,2.346544740185112,"LINESTRING (2.3468038470226085 48.85308386997623, 2.346285633347616 48.85216326615651)",1
3444,64,cpt_traffic,48.8520563783931,2.348925253303584,"LINESTRING (2.349644687888597 48.851740707310476, 2.3482058187185704 48.85237204947574)",1
3445,65,cpt_traffic,48.85272795972598,2.347504832870589,"LINESTRING (2.3482058187185704 48.85237204947574, 2.3468038470226085 48.85308386997623)",1
3446,67,cpt_traffic,48.85354414522408,2.345091394629402,"LINESTRING (2.345867209237765 48.853335626771035, 2.3443155800210396 48.85375266367713)",1
3447,68,cpt_traffic,48.85424814745936,2.343304994879804,"LINESTRING (2.3443155800210396 48.85375266367713, 2.3422944097385683 48.8547436312416)",1
3448,5059,cpt_traffic,48.83579378768646,2.352418150092225,"LINESTRING (2.3517036567 48.8368156776, 2.3518198376 48.8366583693, 2.3531281638 48.8347686939)",1
