id_meteo,Vitesse_vent_moyen,Humidité,Température,id_date,id_heure
381,4.5,51.0,16.900000000000034,2022-06-01,1:00
382,4.0,65.0,15.200000000000044,2022-09-18,9:00
383,2.2,77.0,12.400000000000034,2022-09-20,1:00
384,2.3,87.0,11.0,2022-09-28,1:00
385,1.0,99.0,8.100000000000023,2022-10-03,3:00
386,0.8,93.0,12.0,2022-10-05,0:00
387,1.1,54.0,23.600000000000023,2022-08-30,2:00
388,5.4,71.0,21.90000000000004,2022-09-03,2:00
389,0.0,75.0,19.0,2022-09-03,1:00
390,2.8,78.0,17.600000000000023,2022-09-04,0:00
391,0.6,100.0,11.400000000000034,2022-09-11,6:00
392,3.7,65.0,20.0,2022-09-11,8:00
393,2.2,63.0,25.200000000000045,2022-09-13,5:00
394,2.6,65.0,9.900000000000034,2022-03-10,9:00
395,2.5,83.0,6.7000000000000455,2022-03-11,6:00
396,2.8,94.0,7.700000000000045,2022-03-13,8:00
397,0.8,62.0,6.800000000000011,2022-03-23,3:00
398,1.0,82.0,3.7000000000000455,2022-03-23,6:00
399,1.8,58.0,7.2000000000000455,2022-03-25,6:00
400,6.8,30.0,18.30000000000001,2022-03-26,2:00
401,4.7,26.0,17.0,2022-03-26,8:00
402,3.1,63.0,9.400000000000034,2022-03-27,3:00
403,3.5,85.0,21.5,2022-07-20,3:00
404,3.4,58.0,20.5,2022-07-25,1:00
405,3.2,53.0,17.700000000000045,2022-07-28,0:00
406,1.4,69.0,17.700000000000045,2022-07-29,6:00
407,4.8,48.0,22.90000000000004,2022-06-29,9:00
408,3.0,43.0,24.80000000000001,2022-07-03,5:00
409,3.2,36.0,26.5,2022-07-05,5:00
410,3.4,49.0,24.30000000000001,2022-07-11,9:00
411,6.0,40.0,20.200000000000045,2022-08-06,1:00
412,4.1,61.0,17.100000000000023,2022-08-08,3:00
413,3.9,30.0,28.90000000000004,2022-08-11,9:00
414,2.1,49.0,20.200000000000045,2022-08-12,3:00
415,0.0,97.0,18.0,2022-08-17,0:00
416,2.7,65.0,23.5,2022-08-19,2:00
417,1.9,83.0,18.200000000000045,2022-08-23,0:00
418,0.8,71.0,23.100000000000023,2022-08-23,9:00
419,1.6,54.0,27.100000000000023,2022-08-24,9:00
420,2.5,75.0,16.200000000000045,2022-06-10,0:00
421,2.5,58.0,23.80000000000001,2022-06-11,2:00
422,5.8,39.0,23.200000000000045,2022-06-12,8:00
423,3.8,84.0,16.600000000000023,2022-06-19,9:00
424,5.4,60.0,23.700000000000045,2022-06-19,8:00
425,6.2,44.0,18.200000000000045,2022-04-21,8:00
426,3.6,74.0,10.600000000000025,2022-04-23,3:00
427,3.5,80.0,8.700000000000045,2022-04-26,0:00
428,3.9,76.0,6.900000000000034,2022-04-27,3:00
429,6.1,53.0,11.700000000000044,2022-04-30,1:00
430,2.9,67.0,10.300000000000011,2022-05-02,6:00
431,3.1,74.0,13.300000000000011,2022-05-04,9:00
432,1.3,85.0,10.700000000000044,2022-05-06,3:00
433,2.0,57.0,17.900000000000034,2022-05-12,9:00
434,4.0,62.0,15.400000000000034,2022-05-12,1:00
435,2.9,69.0,11.900000000000034,2022-05-13,0:00
436,2.1,42.0,19.5,2022-05-13,2:00
437,2.3,45.0,23.90000000000004,2022-05-17,9:00
438,6.1,45.0,19.90000000000004,2022-05-25,2:00
439,4.7,70.0,17.0,2022-05-26,1:00
440,5.1,57.0,21.30000000000001,2022-05-27,5:00
441,4.5,73.0,10.5,2022-05-29,6:00
442,6.8,89.0,5.600000000000023,2022-03-31,9:00
443,3.7,96.0,7.5,2022-04-05,6:00
444,7.1,59.0,9.800000000000011,2022-04-07,1:00
445,0.6,97.0,12.200000000000044,2022-04-13,6:00
446,3.6,63.0,15.300000000000011,2022-04-15,1:00
447,2.7,57.0,8.700000000000045,2022-04-17,3:00
448,4.5,45.0,24.100000000000023,2022-08-27,2:00
449,3.8,43.0,27.100000000000023,2022-08-29,8:00
450,2.7,71.0,17.0,2022-08-31,3:00
451,1.5,93.0,17.30000000000001,2022-09-06,0:00
452,5.8,81.0,17.400000000000034,2022-09-08,9:00
453,5.4,89.0,14.800000000000011,2022-09-10,6:00
454,4.3,63.0,20.90000000000004,2022-10-27,2:00
455,1.8,84.0,15.200000000000044,2022-10-28,6:00
456,8.3,74.0,16.100000000000023,2022-11-01,0:00
457,4.2,89.0,9.5,2022-11-05,1:00
458,3.7,89.0,10.900000000000034,2022-11-10,8:00
459,0.8,100.0,7.5,2022-11-12,9:00
460,1.6,100.0,7.800000000000011,2022-11-13,3:00
461,4.8,45.0,16.900000000000034,2022-09-17,2:00
462,6.3,53.0,15.400000000000034,2022-09-18,8:00
463,3.5,48.0,16.700000000000045,2022-09-21,8:00
464,0.6,90.0,9.5,2022-09-23,0:00
465,5.3,86.0,12.600000000000025,2022-09-25,6:00
466,2.9,88.0,13.600000000000025,2022-09-27,5:00
467,7.7,95.0,13.300000000000011,2022-10-01,3:00
468,5.0,98.0,16.0,2022-10-15,6:00
469,1.2,98.0,14.0,2022-10-16,6:00
470,3.3,93.0,7.0,2022-01-28,2:00
471,2.7,98.0,6.100000000000023,2022-01-29,6:00
472,5.1,91.0,9.900000000000034,2022-01-29,8:00
473,6.5,51.0,7.800000000000011,2022-01-31,5:00
474,4.2,96.0,4.300000000000011,2022-01-07,9:00
475,1.6,96.0,2.400000000000034,2022-01-10,1:00
476,2.1,92.0,1.6000000000000227,2022-01-11,5:00
477,1.2,97.0,3.8000000000000114,2022-01-17,1:00
478,11.4,58.0,10.300000000000011,2022-02-21,2:00
479,4.3,84.0,11.300000000000011,2022-02-22,8:00
480,2.1,49.0,11.600000000000025,2022-03-01,2:00
481,2.5,85.0,-0.6999999999999886,2022-02-13,6:00
482,3.5,89.0,2.6000000000000227,2022-01-21,6:00
483,1.4,100.0,0.7000000000000455,2022-01-25,5:00
484,3.8,48.0,17.400000000000034,2022-05-02,5:00
485,2.5,40.0,21.700000000000045,2022-05-07,5:00
486,2.4,35.0,25.700000000000045,2022-05-09,5:00
487,2.5,56.0,21.600000000000023,2022-08-31,9:00
